,Unnamed: 0,question,personal
1500,1621.0,Which country is famous for its tulips and windmills ,0
1275,774.0,Have you ever kissed a stranger ,1
6116,6967.0,What’s the most important thing in a romantic partner,1
1984,1584.0,What’s your favorite memory from childhood ,1
3775,371.0,Did you ever steal something  Was it something precious ,1
6052,503.0,What does your ideal day look like,1
4403,3170.0,How long is the bus ride to downtown ,0
3118,1611.0, What is the deepest point in the ocean,0
2478,1229.0,When did you realize you are not as dumb as you thought you to be ,1
1608,2476.0,What’s your favorite type of fruit ,1
6055,806.0,What’s the best advice you’ve ever received,1
6396,34947.0,What’s one thing you’ve done that helped you grow as a person,1
4037,1876.0, What is the most expensive painting ever sold,0
1026,1842.0,What’s the best way to keep track of your progress ,1
78,2964.0, What is the smallest species of bird,0
2856,1978.0, What is the deepest part of the Mediterranean Sea,0
4161,2130.0, What is the most famous national park in the United States,0
5895,1449.0,What is the most famous castle in the United States,0
2425,1934.0,What’s your favorite way to enjoy a quiet weekend ,1
2973,1389.0,How good is your relationship with your neighbors ,1
522,823.0,"What is the chemical symbol for neon, a noble gas commonly used in neon signs ",0
6623,57675.0,What’s one thing you’ve done to improve your self-reflection practices,1
2816,2792.0,Who is your favorite player in the NBA ,1
6327,28078.0,What’s one thing you’re grateful for today,1
1144,1066.0,Are you a clean or messy person ,1
738,1595.0,What is the smallest country in the world ,0
2621,1031.0,In which novel does the character Atticus Finch appear ,0
5844,1345.0,What is the best way to improve your problem-solving skills,1
4511,2511.0,What is the largest moon of Jupiter ,0
3091,3606.0,What is your favorite type of exercise ,1
3868,1723.0, What is the biggest animal on Earth,0
938,2537.0, How do you make important life decisions,1
4680,3024.0, How do you avoid procrastination,1
5806,1678.0,What is the most famous lake in Africa,0
3580,3051.0, What’s the most interesting fact you know,1
5785,1410.0,What is the best way to stay focused during long meetings,1
6908,86160.0,What’s one way you cultivate a growth mindset in your personal life,1
5821,1635.0,What is the best way to manage mental health at work,1
651,2365.0, What is the highest mountain in the Himalayas,0
2025,3488.0,Where is the nearest hospital ,0
6325,27876.0,How do you stay connected with your emotions,1
3857,1882.0,What’s the best way to overcome fear ,1
3171,2385.0, What is the deepest river in the world,0
6140,9391.0,What’s your biggest fear for the future,1
1243,372.0,Have you ever been to a date night that ended in the most unexpected place ,1
3639,1332.0,Have you ever cried on a movie night ,1
499,284.0,What is the process by which plants release water vapour into the atmosphere ,0
3814,379.0,What planet is known for its rings ,0
6444,39795.0,How do you deal with setbacks and keep moving forward,1
6420,37371.0,What’s something you’ve learned from your past mistakes,1
6350,30301.0,What’s something you’ve learned about yourself through your friendships,1
6189,14240.0,What’s one thing you’ve realized is important in life,1
4900,253.0,Have you ever had a late-night talk with someone unexpected ,1
1264,1551.0,What’s your favorite way to spend a rainy afternoon ,1
1256,1518.0,What is the name of the process that turns liquid into gas ,0
362,2631.0,"Who wrote ""Les Misérables"" ",0
812,813.0,"In computing, what does “CPU” stand for ",0
6221,17472.0,What’s your biggest source of joy,1
6875,82827.0,How do you stay consistent with your personal development goals,1
1771,2181.0, What is the smallest continent in the world,0
2823,3471.0,How do I sign up for a yoga class ,0
301,13.0,Do you have any nicknames for each other in the family ,1
339,1225.0,Who is the one person whom you hate ,1
5162,1871.0,What’s the most common type of tree in North America,0
1187,3100.0, What is the longest highway in the world,0
4810,1969.0,What is the capital city of Russia ,0
4115,1850.0,What’s the best way to stay organized ,1
6690,64342.0,How do you handle disappointments in life,1
3281,2283.0,What’s your favorite way to spend a weekend morning ,1
5414,1918.0,What is the best way to start a business,1
2160,2837.0,Who is the most responsible person you know ,1
6181,13432.0,What’s your favorite way to spend alone time,1
3479,87.0,Do you have any tips to increase your daily productivity ,1
6184,13735.0,What’s something that makes you feel inspired,1
5486,1396.0,How do you deal with procrastination,1
2994,2422.0, What is the most expensive island to buy,0
440,2600.0,Who developed the theory of psychoanalysis ,0
898,3302.0, How do you usually relax after a long day,1
4714,857.0,Who is the first person whose name comes to your mind when you are upset ,1
563,195.0,Which is the smallest country in the world by land area ,0
3473,2956.0,Do you believe in astrology ,1
858,1222.0,What if all this is a very realistic dream and what we consider as dreams is the real world ,1
6020,1705.0,What is the most famous library in the world,0
5884,1514.0,What is the most famous cultural festival in the world,0
688,3531.0,Where can I find a local bakery that opens early ,0
2588,1514.0, What is the most famous ancient wonder of the world,0
1486,2682.0, How do you improve your time management skills,1
5244,2002.0,Who invented the telephone,0
6743,69695.0,What’s one thing you do to stay positive when facing uncertainty,1
2559,2491.0, What is the largest stadium in the world,0
1446,3656.0,Have you ever been to a family gathering that went wrong ,1
5735,1961.0,How do you stay motivated when things are tough,1
6173,12624.0,What’s something you’ve learned from a difficult situation,1
183,386.0,Which actor appeared in films “Face Off” and “Ghost Rider” ,0
1152,760.0,Do you like small talks or deeper ones ,1
6179,13230.0,How do you stay focused on your goals,1
5690,1957.0,How do you stay motivated when facing challenges,1
6242,19593.0,What’s something that always puts you in a good mood,1
1758,2326.0, What is the deepest ocean trench in the world,0
6326,27977.0,What’s your most cherished memory of personal growth,1
3923,735.0,"According to the commercial, “what is the fabric of our lives” ",0
179,3475.0,Where is the best place to buy clothes ,0
2480,2286.0,What is the term for a group of zebras ,0
6380,33331.0,What’s something you do to make sure you stay motivated,1
4820,3668.0,Do you get along with your coworkers ,1
5657,1933.0,How do you improve your time management skills,1
1952,671.0,Which religion dominated the Middle Ages ,0
2756,1330.0,Do you think you can kill someone  Literally.,1
4418,1439.0, What is the longest river in the world,0
2068,1757.0, What is the largest building by floor area in the world,0
1352,3284.0,How do I get a tour guide for a city tour ,0
2611,2882.0,Who is the most educated person you know ,1
2861,2772.0, What is the largest reef system in the world,0
1120,2037.0,What is the main ingredient in ice cream ,0
3338,1994.0,What’s your favorite way to give back to the community ,1
2092,574.0,Suppose you have to trade your life to any living creatures from other species. What would you be ,1
6452,40503.0,How do you stay centered when dealing with negative people,1
5526,2229.0,What is the best way to network with others,1
6630,58382.0,How do you manage your emotions during difficult times,1
2768,2663.0,Who was the first woman to fly in space ,0
495,3204.0,Where can I find a restaurant with vegetarian options ,0
3293,3229.0,How do I get a refund for a purchase ,0
4394,2463.0,What is the chemical symbol for potassium ,0
3496,2493.0,What is the capital of India ,0
4566,850.0,What is the chemical symbol for nickel ,0
6142,9593.0,What’s something that you think everyone should experience in life,1
3906,566.0,Can you give a gospel of happiness ,1
3581,3081.0,Can you recommend a good book to read ,0
2541,1611.0,What is the capital of Japan ,0
899,3059.0,What is the weather forecast for today ,0
2661,2541.0, What is the oldest country in the world,0
6031,1799.0,What is the best way to maintain a positive mindset,1
3274,1926.0, What is the most famous ocean in the world,0
2465,3362.0,Where can I buy a local phone card ,0
1929,1054.0,"Who wrote ""Moby-Dick"" ",0
6729,68281.0,What’s one thing you do to keep a positive outlook despite challenges,1
5432,1988.0,What is the largest country in the world by population,0
446,977.0,Who wrote the novel “One Hundred Years of Solitude” ,0
3372,2115.0, What is the oldest tree in North America,0
4922,3005.0,Do you need air to breathe ,0
3135,1251.0,Who would you want to play you in a movie of your life ,1
4464,2049.0,What is the largest ocean on Earth ,0
5965,1556.0,What is the tallest building in the world,0
4533,2429.0,What is the largest planet in our solar system ,0
3330,538.0,What is the process of converting liquid to gas ,0
2213,463.0,Am I surrounded by the right people  Do I have any toxic people around me ,1
266,450.0,What is the symbol for potassium ,0
672,1068.0,Do you think it is worth it to be productive  Can’t we sometimes just be ,1
6387,34038.0,What’s one thing you’ve done that helped you feel more grounded,1
3477,2295.0,What’s the best way to reduce mental clutter ,1
5408,1685.0,What is the best way to manage stress,1
4957,2686.0,Who is your best friend ,1
1224,1847.0, What is the most visited city in Europe,0
5889,1681.0,What is the most famous beach in the United States,0
2388,732.0,What is the most unexpected thing you have done with the most unexpected person at the most unexpected place ,1
4592,1139.0,What is the main component of the sun ,0
5999,1625.0,What is the best way to stay motivated during long-term projects,1
